symbol,market_cap
TTKPRESTIG,10498.63
TTL,229.88
TTML,15131.14
TV18BRDCST,7352.89
TVSELECT,604.27
TVSHLTD,24238.06
TVSMOTOR,115921.26
TVSSCS,7682.03
TVSSRICHAK,3219.79
TVTODAY,1345.53
TVVISION,27.16
UBL,55366.44
UCAL,383.23
UCOBANK,67371.82
UDAICEMENT,2236.55
UDS,1941.5
UFLEX,3694.7
UFO,474.55
UGARSUGAR,965.7
UGROCAP,2513.75
UJJIVANSFB,9686.02
ULTRACEMCO,317395.27
UMA,57.27
UMAEXPORTS,287.05
UMANGDAIRY,212.11
UMESLTD,13.52
UNICHEMLAB,3794.87
UNIDT,458.85
UNIENTER,1144.52
UNIINFO,42.61
UNIONBANK,112404.84
UNIPARTS,2391.64
UNITDSPR,92209.9
UNITECH,2822.99
UNITEDPOLY,204.27
UNITEDTEA,196.86
UNIVASTU,223.88
UNIVCABLES,2403.4
UNIVPHOTO,406.12
UNOMINDA,60543.76
UPL,41801.34
URAVI,654.5
URBAN,138.54
URJA,1137.08
USASEEDS,208.97
USHAMART,11851.41
USK,368.46
UTIAMC,13096.82
UTIBANKETF,3410.68
UTINEXT50,2339.85
UTINIFTETF,54784.33
UTISENSETF,42198.24
UTISXN50,19.06
UTKARSHBNK,5885.76
UTTAMSUGAR,1380.6
V2RETAIL,2264.74
VADILALIND,3198.58
VAIBHAVGBL,5404.82
VAISHALI,158.16
VAKRANGEE,2538.59
VALIANTLAB,639.24
VALIANTORG,1198
VARDHACRLC,441.84
VARDMNPOLY,297.47
VARROC,10356.63
VASCONEQ,1636.47
VASWANI,98.49
VBL,210708.54
VCL,18.38
VEDL,167051.25
VEEKAYEM,134.32
VELS,68.61
VENKEYS,2899.17
VENUSPIPES,4235.8
VENUSREM,503.87
VERANDA,1232.38
VERITAAS,44.1
VERTEXPLUS,74.82
VERTOZ,3013.36
VESUVIUS,10949.74
VETO,232.06
VGUARD,17849.77
VHL,1066.26
VIAZ,76.81
VIDHIING,2247.53
VIJAYA,7971.82
VIJIFIN,34.06
VIKASECO,654.42
VIKASLIFE,804.35
VILAS,979.2
VILINBIO,27.9
VIMTALABS,1088.8
VINATIORGA,19841.08
VINDHYATEL,2779.03
VINEETLAB,53.66
VINNY,102.82
VINSYS,529.87
VINYAS,1364.18
VINYLINDIA,761.54
VIPCLOTHNG,288.26
VIPIND,6726.66
VIPULLTD,547.37
VIRINCHI,339.26
VISAKAIND,1010.94
VISASTEEL,238.53
VISHNU,2788.18
VISHNUINFR,498.35
VISHWARAJ,335.38
VISHWAS,72
VITAL,179.87
VIVIANA,510.79
VIVIDHA,31.03
VIVO,15.11
VLEGOV,713.05
VLSFINANCE,910.79
VMARCIND,388.5
VMART,5513.72
VOLTAMP,16847.76
VOLTAS,48972.6
VPRPL,2433.67
VR,126.98
VRLLOG,4958.59
VSCL,57.52
VSSL,2394.92
VSTIND,6322.46
VSTL,477.95
VSTTILLERS,3641.56
VTL,13936.78
WABAG,7232.75
WALCHANNAG,1360.8
WALPAR,51.88
WANBURY,527.2
WEALTH,817.24
WEBELSOLAR,2523.94
WEIZMANIND,193.32
WEL,1233.14
WELCORP,13816.01
WELENT,6408.56
WELINV,272.06
WELSPUNLIV,14003.76
WENDT,3105
WESTLIFE,12716.1
WEWIN,78.24
WHEELS,1993.73
WHIRLPOOL,23192.17
WILLAMAGOR,40.98
WINDLAS,1451.74
WINDMACHIN,840.15
WINSOL,579.07
WINSOME,25.31
WIPL,131.55
WIPRO,259012.98
WOCKPHARMA,8789.87
WOMANCART,67.26
WONDERLA,5127.52
WORTH,195.31
WSI,756.18
WSTCSTPAPR,4509.49
WTICAB,684.59
XCHANGING,1314.56
XELPMOC,164.89
XPROINDIA,2261.19
YAARI,106.07
YASHO,2170.46
YASHOPTICS,236.51
YATHARTH,3575.66
YATRA,2038.5
YCCL,48.74
YESBANK,74665.4
YUDIZ,70.48
YUKEN,1654.9
ZAGGLE,3685.5
ZEAL,251.42
ZEEL,14808.33
ZEELEARN,260.22
ZEEMEDIA,898.74
ZENITHDRUG,108.89
ZENITHEXPO,211.2
ZENITHSTL,120.8
ZENSARTECH,16100.31
ZENTEC,9917.22
ZFCVINDIA,30535.91
ZIMLAB,512.84
ZODIAC,885.25
ZODIACLOTH,295.94
ZOMATO,174774.31
ZOTA,1607.53
ZTECH,208.08
ZUARI,852.73
ZUARIIND,1010.33
ZYDUSLIFE,108145
ZYDUSWELL,11645.95
